Nitrogen,Potassium,Phosphorus,Fertilizer
0.0547945205479452,0.0,0.45555555555555555,DAP
0.07534246575342465,0.09333333333333334,0.12222222222222223,Seventeen:Seventeen:Seventeen
0.07534246575342465,0.0,0.41111111111111115,DAP
0.06164383561643835,0.0,0.14444444444444446,Twenty:Twenty
0.0410958904109589,0.04666666666666667,0.35555555555555557,Fourteen:Thirty Five:Fourteen
0.1232876712328767,0.0,0.26666666666666666,Twenty Eight:Twenty Eight
0.0410958904109589,0.0,0.3888888888888889,DAP
0.0273972602739726,0.05333333333333334,0.3111111111111111,Fourteen:Thirty Five:Fourteen
0.0547945205479452,0.0,0.08888888888888889,Twenty:Twenty
0.136986301369863,0.0,0.2,Twenty Eight:Twenty Eight
0.00684931506849315,0.060000000000000005,0.32222222222222224,Fourteen:Thirty Five:Fourteen
0.13013698630136986,0.0,0.23333333333333334,Twenty Eight:Twenty Eight
0.06164383561643835,0.0,0.15555555555555556,Twenty:Twenty
0.2465753424657534,0.0,0.0,Urea
0.0547945205479452,0.0,0.4666666666666667,DAP
0.04794520547945205,0.08,0.16666666666666669,Seventeen:Seventeen:Seventeen
0.13013698630136986,0.0,0.26666666666666666,Twenty Eight:Twenty Eight
0.0273972602739726,0.0,0.16666666666666669,Twenty:Twenty
0.04794520547945205,0.08666666666666667,0.16666666666666669,Seventeen:Seventeen:Seventeen
0.06164383561643835,0.0,0.1,Twenty:Twenty
0.136986301369863,0.0,0.22222222222222224,Twenty Eight:Twenty Eight
0.00684931506849315,0.12000000000000001,0.16666666666666669,Ten:Twenty Six:Twenty Six
0.07534246575342465,0.0,0.4444444444444445,DAP
0.03424657534246575,0.0,0.14444444444444446,Twenty:Twenty
0.0273972602739726,0.05333333333333334,0.3666666666666667,Fourteen:Thirty Five:Fourteen
0.0136986301369863,0.12666666666666668,0.17777777777777778,Ten:Twenty Six:Twenty Six
0.0410958904109589,0.0,0.15555555555555556,Twenty:Twenty
0.11643835616438356,0.0,0.2555555555555556,Twenty Eight:Twenty Eight
0.2602739726027397,0.0,0.0,Urea
0.06164383561643835,0.0,0.43333333333333335,DAP
0.03424657534246575,0.06666666666666667,0.24444444444444446,Fourteen:Thirty Five:Fourteen
0.1232876712328767,0.0,0.23333333333333334,Twenty Eight:Twenty Eight
0.0410958904109589,0.0,0.16666666666666669,Twenty:Twenty
0.02054794520547945,0.10666666666666667,0.22222222222222224,Ten:Twenty Six:Twenty Six
0.0684931506849315,0.0,0.4222222222222222,DAP
0.0410958904109589,0.05333333333333334,0.32222222222222224,Fourteen:Thirty Five:Fourteen
0.0684931506849315,0.0,0.3888888888888889,DAP
0.04794520547945205,0.0,0.1,Twenty:Twenty
0.11643835616438356,0.0,0.3111111111111111,Twenty Eight:Twenty Eight
0.0273972602739726,0.04666666666666667,0.34444444444444444,Fourteen:Thirty Five:Fourteen
0.06164383561643835,0.11333333333333334,0.17777777777777778,Ten:Twenty Six:Twenty Six
0.0547945205479452,0.12000000000000001,0.2111111111111111,Ten:Twenty Six:Twenty Six
0.04794520547945205,0.0,0.4222222222222222,DAP
0.0273972602739726,0.060000000000000005,0.33333333333333337,Fourteen:Thirty Five:Fourteen
0.0136986301369863,0.12666666666666668,0.23333333333333334,Ten:Twenty Six:Twenty Six
0.03424657534246575,0.06666666666666667,0.33333333333333337,Fourteen:Thirty Five:Fourteen
0.136986301369863,0.0,0.2111111111111111,Twenty Eight:Twenty Eight
0.0,0.11333333333333334,0.18888888888888888,Ten:Twenty Six:Twenty Six
0.07534246575342465,0.0,0.45555555555555555,DAP
0.0547945205479452,0.0,0.11111111111111112,Twenty:Twenty
0.48630136986301364,0.6666666666666667,0.5555555555555556,Urea
0.5205479452054794,0.6666666666666667,0.5555555555555556,Urea
0.5547945205479452,0.6666666666666667,0.5555555555555556,Urea
0.589041095890411,0.6666666666666667,0.5555555555555556,Urea
0.6232876712328766,0.6666666666666667,0.5555555555555556,Urea
0.6575342465753424,0.6666666666666667,0.5555555555555556,Urea
0.48630136986301364,0.7000000000000001,0.6111111111111112,Urea
0.5205479452054794,0.7000000000000001,0.6111111111111112,Urea
0.5547945205479452,0.7000000000000001,0.6111111111111112,Urea
0.589041095890411,0.7000000000000001,0.6111111111111112,Urea
0.6232876712328766,0.7000000000000001,0.6111111111111112,Urea
0.6575342465753424,0.7000000000000001,0.6111111111111112,Urea
0.48630136986301364,0.7333333333333334,0.6666666666666667,Urea
0.5205479452054794,0.7333333333333334,0.6666666666666667,Urea
0.5547945205479452,0.7333333333333334,0.6666666666666667,Urea
0.589041095890411,0.7333333333333334,0.6666666666666667,Urea
0.6232876712328766,0.7333333333333334,0.6666666666666667,Urea
0.6575342465753424,0.7333333333333334,0.6666666666666667,Urea
0.48630136986301364,0.7666666666666667,0.5555555555555556,Urea
0.5205479452054794,0.7666666666666667,0.5555555555555556,Urea
0.5547945205479452,0.7666666666666667,0.5555555555555556,Urea
0.589041095890411,0.7666666666666667,0.5555555555555556,Urea
0.6232876712328766,0.7666666666666667,0.5555555555555556,Urea
0.6575342465753424,0.7666666666666667,0.5555555555555556,Urea
0.48630136986301364,0.6666666666666667,0.6111111111111112,DAP
0.5205479452054794,0.6666666666666667,0.6111111111111112,DAP
0.5547945205479452,0.6666666666666667,0.6111111111111112,DAP
0.589041095890411,0.6666666666666667,0.6111111111111112,DAP
0.6232876712328766,0.6666666666666667,0.6111111111111112,DAP
0.6575342465753424,0.6666666666666667,0.6111111111111112,DAP
0.48630136986301364,0.7000000000000001,0.6666666666666667,DAP
0.5205479452054794,0.7000000000000001,0.6666666666666667,DAP
0.5547945205479452,0.7000000000000001,0.6666666666666667,DAP
0.589041095890411,0.7000000000000001,0.6666666666666667,DAP
0.6232876712328766,0.7000000000000001,0.6666666666666667,DAP
0.6575342465753424,0.7000000000000001,0.6666666666666667,DAP
0.48630136986301364,0.7333333333333334,0.5555555555555556,DAP
0.5205479452054794,0.7333333333333334,0.5555555555555556,DAP
0.5547945205479452,0.7333333333333334,0.5555555555555556,DAP
0.589041095890411,0.7333333333333334,0.5555555555555556,DAP
0.6232876712328766,0.7333333333333334,0.5555555555555556,DAP
0.6575342465753424,0.7333333333333334,0.5555555555555556,DAP
0.48630136986301364,0.7666666666666667,0.6111111111111112,DAP
0.5205479452054794,0.7666666666666667,0.6111111111111112,DAP
0.5547945205479452,0.7666666666666667,0.6111111111111112,DAP
0.589041095890411,0.7666666666666667,0.6111111111111112,DAP
0.6232876712328766,0.7666666666666667,0.6111111111111112,DAP
0.6575342465753424,0.7666666666666667,0.6111111111111112,DAP
0.48630136986301364,0.6666666666666667,0.6666666666666667,MOP
0.5205479452054794,0.6666666666666667,0.6666666666666667,MOP
0.5547945205479452,0.6666666666666667,0.6666666666666667,MOP
0.589041095890411,0.6666666666666667,0.6666666666666667,MOP
0.6232876712328766,0.6666666666666667,0.6666666666666667,MOP
0.6575342465753424,0.6666666666666667,0.6666666666666667,MOP
0.48630136986301364,0.7000000000000001,0.5555555555555556,MOP
0.5205479452054794,0.7000000000000001,0.5555555555555556,MOP
0.5547945205479452,0.7000000000000001,0.5555555555555556,MOP
0.589041095890411,0.7000000000000001,0.5555555555555556,MOP
0.6232876712328766,0.7000000000000001,0.5555555555555556,MOP
0.6575342465753424,0.7000000000000001,0.5555555555555556,MOP
0.48630136986301364,0.7333333333333334,0.6111111111111112,MOP
0.5205479452054794,0.7333333333333334,0.6111111111111112,MOP
0.5547945205479452,0.7333333333333334,0.6111111111111112,MOP
0.589041095890411,0.7333333333333334,0.6111111111111112,MOP
0.6232876712328766,0.7333333333333334,0.6111111111111112,MOP
0.6575342465753424,0.7333333333333334,0.6111111111111112,MOP
0.48630136986301364,0.7666666666666667,0.6666666666666667,MOP
0.5205479452054794,0.7666666666666667,0.6666666666666667,MOP
0.5547945205479452,0.7666666666666667,0.6666666666666667,MOP
0.589041095890411,0.7666666666666667,0.6666666666666667,MOP
0.6232876712328766,0.7666666666666667,0.6666666666666667,MOP
0.6575342465753424,0.7666666666666667,0.6666666666666667,MOP
0.1095890410958904,0.16666666666666669,0.2777777777777778,10:26:26 NPK
0.14383561643835616,0.16666666666666669,0.2777777777777778,10:26:26 NPK
0.1780821917808219,0.16666666666666669,0.2777777777777778,10:26:26 NPK
0.21232876712328766,0.16666666666666669,0.2777777777777778,10:26:26 NPK
0.2465753424657534,0.16666666666666669,0.2777777777777778,10:26:26 NPK
0.1095890410958904,0.2,0.33333333333333337,10:26:26 NPK
0.14383561643835616,0.2,0.33333333333333337,10:26:26 NPK
0.1780821917808219,0.2,0.33333333333333337,10:26:26 NPK
0.21232876712328766,0.2,0.33333333333333337,10:26:26 NPK
0.2465753424657534,0.2,0.33333333333333337,10:26:26 NPK
0.1095890410958904,0.23333333333333334,0.3888888888888889,10:26:26 NPK
0.14383561643835616,0.23333333333333334,0.3888888888888889,10:26:26 NPK
0.1780821917808219,0.23333333333333334,0.3888888888888889,10:26:26 NPK
0.21232876712328766,0.23333333333333334,0.3888888888888889,10:26:26 NPK
0.2465753424657534,0.23333333333333334,0.3888888888888889,10:26:26 NPK
0.1095890410958904,0.26666666666666666,0.2777777777777778,10:26:26 NPK
0.14383561643835616,0.26666666666666666,0.2777777777777778,10:26:26 NPK
0.1780821917808219,0.26666666666666666,0.2777777777777778,10:26:26 NPK
0.21232876712328766,0.26666666666666666,0.2777777777777778,10:26:26 NPK
0.2465753424657534,0.26666666666666666,0.2777777777777778,10:26:26 NPK
0.1095890410958904,0.16666666666666669,0.33333333333333337,Urea
0.14383561643835616,0.16666666666666669,0.33333333333333337,Urea
0.1780821917808219,0.16666666666666669,0.33333333333333337,Urea
0.21232876712328766,0.16666666666666669,0.33333333333333337,Urea
0.2465753424657534,0.16666666666666669,0.33333333333333337,Urea
0.1095890410958904,0.2,0.3888888888888889,Urea
0.14383561643835616,0.2,0.3888888888888889,Urea
0.1780821917808219,0.2,0.3888888888888889,Urea
0.21232876712328766,0.2,0.3888888888888889,Urea
0.2465753424657534,0.2,0.3888888888888889,Urea
0.1095890410958904,0.23333333333333334,0.2777777777777778,Urea
0.14383561643835616,0.23333333333333334,0.2777777777777778,Urea
0.1780821917808219,0.23333333333333334,0.2777777777777778,Urea
0.21232876712328766,0.23333333333333334,0.2777777777777778,Urea
0.2465753424657534,0.23333333333333334,0.2777777777777778,Urea
0.1095890410958904,0.26666666666666666,0.33333333333333337,Urea
0.14383561643835616,0.26666666666666666,0.33333333333333337,Urea
0.1780821917808219,0.26666666666666666,0.33333333333333337,Urea
0.21232876712328766,0.26666666666666666,0.33333333333333337,Urea
0.2465753424657534,0.26666666666666666,0.33333333333333337,Urea
0.1095890410958904,0.16666666666666669,0.3888888888888889,SSP
0.14383561643835616,0.16666666666666669,0.3888888888888889,SSP
0.1780821917808219,0.16666666666666669,0.3888888888888889,SSP
0.21232876712328766,0.16666666666666669,0.3888888888888889,SSP
0.2465753424657534,0.16666666666666669,0.3888888888888889,SSP
0.1095890410958904,0.2,0.2777777777777778,SSP
0.14383561643835616,0.2,0.2777777777777778,SSP
0.1780821917808219,0.2,0.2777777777777778,SSP
0.21232876712328766,0.2,0.2777777777777778,SSP
0.2465753424657534,0.2,0.2777777777777778,SSP
0.1095890410958904,0.23333333333333334,0.33333333333333337,SSP
0.14383561643835616,0.23333333333333334,0.33333333333333337,SSP
0.1780821917808219,0.23333333333333334,0.33333333333333337,SSP
0.21232876712328766,0.23333333333333334,0.33333333333333337,SSP
0.2465753424657534,0.23333333333333334,0.33333333333333337,SSP
0.1095890410958904,0.26666666666666666,0.3888888888888889,SSP
0.14383561643835616,0.26666666666666666,0.3888888888888889,SSP
0.1780821917808219,0.26666666666666666,0.3888888888888889,SSP
0.21232876712328766,0.26666666666666666,0.3888888888888889,SSP
0.2465753424657534,0.26666666666666666,0.3888888888888889,SSP
0.2465753424657534,0.13333333333333333,0.22222222222222224,10:26:26 NPK
0.2808219178082192,0.13333333333333333,0.22222222222222224,10:26:26 NPK
0.3150684931506849,0.13333333333333333,0.22222222222222224,10:26:26 NPK
0.2808219178082192,0.16666666666666669,0.2777777777777778,10:26:26 NPK
0.3150684931506849,0.16666666666666669,0.2777777777777778,10:26:26 NPK
0.2465753424657534,0.16666666666666669,0.22222222222222224,10:26:26 NPK
0.2808219178082192,0.16666666666666669,0.22222222222222224,10:26:26 NPK
0.3150684931506849,0.16666666666666669,0.22222222222222224,10:26:26 NPK
0.2465753424657534,0.13333333333333333,0.2777777777777778,10:26:26 NPK
0.2808219178082192,0.13333333333333333,0.2777777777777778,10:26:26 NPK
0.3150684931506849,0.13333333333333333,0.2777777777777778,10:26:26 NPK
0.6575342465753424,0.33333333333333337,0.4444444444444445,DAP
0.6917808219178082,0.33333333333333337,0.4444444444444445,DAP
0.7260273972602739,0.33333333333333337,0.4444444444444445,DAP
0.7602739726027397,0.33333333333333337,0.4444444444444445,DAP
0.7945205479452054,0.33333333333333337,0.4444444444444445,DAP
0.8287671232876712,0.33333333333333337,0.4444444444444445,DAP
0.863013698630137,0.33333333333333337,0.4444444444444445,DAP
0.8972602739726027,0.33333333333333337,0.4444444444444445,DAP
0.9315068493150684,0.33333333333333337,0.4444444444444445,DAP
0.9657534246575342,0.33333333333333337,0.4444444444444445,DAP
0.9999999999999999,0.33333333333333337,0.4444444444444445,DAP
0.6575342465753424,0.3666666666666667,0.5,DAP
0.6917808219178082,0.3666666666666667,0.5,DAP
0.7260273972602739,0.3666666666666667,0.5,DAP
0.7602739726027397,0.3666666666666667,0.5,DAP
0.7945205479452054,0.3666666666666667,0.5,DAP
0.8287671232876712,0.3666666666666667,0.5,DAP
0.863013698630137,0.3666666666666667,0.5,DAP
0.8972602739726027,0.3666666666666667,0.5,DAP
0.9315068493150684,0.3666666666666667,0.5,DAP
0.9657534246575342,0.3666666666666667,0.5,DAP
0.9999999999999999,0.3666666666666667,0.5,DAP
0.6575342465753424,0.4,0.5555555555555556,DAP
0.6917808219178082,0.4,0.5555555555555556,DAP
0.7260273972602739,0.4,0.5555555555555556,DAP
0.7602739726027397,0.4,0.5555555555555556,DAP
0.7945205479452054,0.4,0.5555555555555556,DAP
0.8287671232876712,0.4,0.5555555555555556,DAP
0.863013698630137,0.4,0.5555555555555556,DAP
0.8972602739726027,0.4,0.5555555555555556,DAP
0.9315068493150684,0.4,0.5555555555555556,DAP
0.9657534246575342,0.4,0.5555555555555556,DAP
0.9999999999999999,0.4,0.5555555555555556,DAP
0.6575342465753424,0.43333333333333335,0.6111111111111112,DAP
0.6917808219178082,0.43333333333333335,0.6111111111111112,DAP
0.7260273972602739,0.43333333333333335,0.6111111111111112,DAP
0.7602739726027397,0.43333333333333335,0.6111111111111112,DAP
0.7945205479452054,0.43333333333333335,0.6111111111111112,DAP
0.8287671232876712,0.43333333333333335,0.6111111111111112,DAP
0.863013698630137,0.43333333333333335,0.6111111111111112,DAP
0.8972602739726027,0.43333333333333335,0.6111111111111112,DAP
0.9315068493150684,0.43333333333333335,0.6111111111111112,DAP
0.9657534246575342,0.43333333333333335,0.6111111111111112,DAP
0.9999999999999999,0.43333333333333335,0.6111111111111112,DAP
0.6575342465753424,0.4666666666666667,0.6666666666666667,DAP
0.6917808219178082,0.4666666666666667,0.6666666666666667,DAP
0.7260273972602739,0.4666666666666667,0.6666666666666667,DAP
0.7602739726027397,0.4666666666666667,0.6666666666666667,DAP
0.7945205479452054,0.4666666666666667,0.6666666666666667,DAP
0.8287671232876712,0.4666666666666667,0.6666666666666667,DAP
0.863013698630137,0.4666666666666667,0.6666666666666667,DAP
0.8972602739726027,0.4666666666666667,0.6666666666666667,DAP
0.9315068493150684,0.4666666666666667,0.6666666666666667,DAP
0.9657534246575342,0.4666666666666667,0.6666666666666667,DAP
0.9999999999999999,0.4666666666666667,0.6666666666666667,DAP
0.6575342465753424,0.5,0.4444444444444445,DAP
0.6917808219178082,0.5,0.4444444444444445,DAP
0.7260273972602739,0.5,0.4444444444444445,DAP
0.7602739726027397,0.5,0.4444444444444445,DAP
0.7945205479452054,0.5,0.4444444444444445,DAP
0.8287671232876712,0.5,0.4444444444444445,DAP
0.863013698630137,0.5,0.4444444444444445,DAP
0.8972602739726027,0.5,0.4444444444444445,DAP
0.9315068493150684,0.5,0.4444444444444445,DAP
0.9657534246575342,0.5,0.4444444444444445,DAP
0.9999999999999999,0.5,0.4444444444444445,DAP
0.6575342465753424,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.6917808219178082,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.7260273972602739,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.7602739726027397,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.7945205479452054,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.8287671232876712,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.863013698630137,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.8972602739726027,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.9315068493150684,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.9657534246575342,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.9999999999999999,0.33333333333333337,0.5555555555555556,13:32:26 NPK
0.6575342465753424,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.6917808219178082,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.7260273972602739,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.7602739726027397,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.7945205479452054,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.8287671232876712,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.863013698630137,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.8972602739726027,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.9315068493150684,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.9657534246575342,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.9999999999999999,0.3666666666666667,0.6111111111111112,13:32:26 NPK
0.6575342465753424,0.4,0.6666666666666667,13:32:26 NPK
0.6917808219178082,0.4,0.6666666666666667,13:32:26 NPK
0.7260273972602739,0.4,0.6666666666666667,13:32:26 NPK
0.7602739726027397,0.4,0.6666666666666667,13:32:26 NPK
0.7945205479452054,0.4,0.6666666666666667,13:32:26 NPK
0.8287671232876712,0.4,0.6666666666666667,13:32:26 NPK
0.863013698630137,0.4,0.6666666666666667,13:32:26 NPK
0.8972602739726027,0.4,0.6666666666666667,13:32:26 NPK
0.9315068493150684,0.4,0.6666666666666667,13:32:26 NPK
0.9657534246575342,0.4,0.6666666666666667,13:32:26 NPK
0.9999999999999999,0.4,0.6666666666666667,13:32:26 NPK
0.6575342465753424,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.6917808219178082,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.7260273972602739,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.7602739726027397,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.7945205479452054,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.8287671232876712,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.863013698630137,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.8972602739726027,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.9315068493150684,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.9657534246575342,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.9999999999999999,0.43333333333333335,0.4444444444444445,13:32:26 NPK
0.6575342465753424,0.4666666666666667,0.5,13:32:26 NPK
0.6917808219178082,0.4666666666666667,0.5,13:32:26 NPK
0.7260273972602739,0.4666666666666667,0.5,13:32:26 NPK
0.7602739726027397,0.4666666666666667,0.5,13:32:26 NPK
0.7945205479452054,0.4666666666666667,0.5,13:32:26 NPK
0.8287671232876712,0.4666666666666667,0.5,13:32:26 NPK
0.863013698630137,0.4666666666666667,0.5,13:32:26 NPK
0.8972602739726027,0.4666666666666667,0.5,13:32:26 NPK
0.9315068493150684,0.4666666666666667,0.5,13:32:26 NPK
0.9657534246575342,0.4666666666666667,0.5,13:32:26 NPK
0.9999999999999999,0.4666666666666667,0.5,13:32:26 NPK
0.6575342465753424,0.5,0.5555555555555556,13:32:26 NPK
0.6917808219178082,0.5,0.5555555555555556,13:32:26 NPK
0.7260273972602739,0.5,0.5555555555555556,13:32:26 NPK
0.7602739726027397,0.5,0.5555555555555556,13:32:26 NPK
0.7945205479452054,0.5,0.5555555555555556,13:32:26 NPK
0.8287671232876712,0.5,0.5555555555555556,13:32:26 NPK
0.863013698630137,0.5,0.5555555555555556,13:32:26 NPK
0.8972602739726027,0.5,0.5555555555555556,13:32:26 NPK
0.9315068493150684,0.5,0.5555555555555556,13:32:26 NPK
0.9657534246575342,0.5,0.5555555555555556,13:32:26 NPK
0.9999999999999999,0.5,0.5555555555555556,13:32:26 NPK
0.6575342465753424,0.33333333333333337,0.6111111111111112,DAP
0.6917808219178082,0.33333333333333337,0.6111111111111112,DAP
0.7260273972602739,0.33333333333333337,0.6111111111111112,DAP
0.7602739726027397,0.33333333333333337,0.6111111111111112,DAP
0.7945205479452054,0.33333333333333337,0.6111111111111112,DAP
0.8287671232876712,0.33333333333333337,0.6111111111111112,DAP
0.863013698630137,0.33333333333333337,0.6111111111111112,DAP
0.8972602739726027,0.33333333333333337,0.6111111111111112,DAP
0.9315068493150684,0.33333333333333337,0.6111111111111112,DAP
0.9657534246575342,0.33333333333333337,0.6111111111111112,DAP
0.9999999999999999,0.33333333333333337,0.6111111111111112,DAP
0.6575342465753424,0.3666666666666667,0.6666666666666667,DAP
0.6917808219178082,0.3666666666666667,0.6666666666666667,DAP
0.7260273972602739,0.3666666666666667,0.6666666666666667,DAP
0.7602739726027397,0.3666666666666667,0.6666666666666667,DAP
0.7945205479452054,0.3666666666666667,0.6666666666666667,DAP
0.8287671232876712,0.3666666666666667,0.6666666666666667,DAP
0.863013698630137,0.3666666666666667,0.6666666666666667,DAP
0.8972602739726027,0.3666666666666667,0.6666666666666667,DAP
0.9315068493150684,0.3666666666666667,0.6666666666666667,DAP
0.9657534246575342,0.3666666666666667,0.6666666666666667,DAP
0.9999999999999999,0.3666666666666667,0.6666666666666667,DAP
0.6575342465753424,0.4,0.4444444444444445,DAP
0.6917808219178082,0.4,0.4444444444444445,DAP
0.7260273972602739,0.4,0.4444444444444445,DAP
0.7602739726027397,0.4,0.4444444444444445,DAP
0.7945205479452054,0.4,0.4444444444444445,DAP
0.8287671232876712,0.4,0.4444444444444445,DAP
0.863013698630137,0.4,0.4444444444444445,DAP
0.8972602739726027,0.4,0.4444444444444445,DAP
0.9315068493150684,0.4,0.4444444444444445,DAP
0.9657534246575342,0.4,0.4444444444444445,DAP
0.9999999999999999,0.4,0.4444444444444445,DAP
0.6575342465753424,0.43333333333333335,0.5,DAP
0.6917808219178082,0.43333333333333335,0.5,DAP
0.7260273972602739,0.43333333333333335,0.5,DAP
0.7602739726027397,0.43333333333333335,0.5,DAP
0.7945205479452054,0.43333333333333335,0.5,DAP
0.8287671232876712,0.43333333333333335,0.5,DAP
0.863013698630137,0.43333333333333335,0.5,DAP
0.8972602739726027,0.43333333333333335,0.5,DAP
0.9315068493150684,0.43333333333333335,0.5,DAP
0.9657534246575342,0.43333333333333335,0.5,DAP
0.9999999999999999,0.43333333333333335,0.5,DAP
0.6575342465753424,0.4666666666666667,0.5555555555555556,DAP
0.6917808219178082,0.4666666666666667,0.5555555555555556,DAP
0.7260273972602739,0.4666666666666667,0.5555555555555556,DAP
0.7602739726027397,0.4666666666666667,0.5555555555555556,DAP
0.7945205479452054,0.4666666666666667,0.5555555555555556,DAP
0.8287671232876712,0.4666666666666667,0.5555555555555556,DAP
0.863013698630137,0.4666666666666667,0.5555555555555556,DAP
0.8972602739726027,0.4666666666666667,0.5555555555555556,DAP
0.9315068493150684,0.4666666666666667,0.5555555555555556,DAP
0.9657534246575342,0.4666666666666667,0.5555555555555556,DAP
0.9999999999999999,0.4666666666666667,0.5555555555555556,DAP
0.6575342465753424,0.5,0.6111111111111112,DAP
0.6917808219178082,0.5,0.6111111111111112,DAP
0.7260273972602739,0.5,0.6111111111111112,DAP
0.7602739726027397,0.5,0.6111111111111112,DAP
0.7945205479452054,0.5,0.6111111111111112,DAP
0.8287671232876712,0.5,0.6111111111111112,DAP
0.863013698630137,0.5,0.6111111111111112,DAP
0.8972602739726027,0.5,0.6111111111111112,DAP
0.9315068493150684,0.5,0.6111111111111112,DAP
0.9657534246575342,0.5,0.6111111111111112,DAP
0.9999999999999999,0.5,0.6111111111111112,DAP
0.6575342465753424,0.26666666666666666,0.6666666666666667,12:32:16 NPK
0.6917808219178082,0.26666666666666666,0.6666666666666667,12:32:16 NPK
0.7260273972602739,0.26666666666666666,0.6666666666666667,12:32:16 NPK
0.7602739726027397,0.26666666666666666,0.6666666666666667,12:32:16 NPK
0.7945205479452054,0.26666666666666666,0.6666666666666667,12:32:16 NPK
0.6575342465753424,0.30000000000000004,0.7222222222222222,12:32:16 NPK
0.6917808219178082,0.30000000000000004,0.7222222222222222,12:32:16 NPK
0.7260273972602739,0.30000000000000004,0.7222222222222222,12:32:16 NPK
0.7602739726027397,0.30000000000000004,0.7222222222222222,12:32:16 NPK
0.7945205479452054,0.30000000000000004,0.7222222222222222,12:32:16 NPK
0.6575342465753424,0.33333333333333337,0.7777777777777778,12:32:16 NPK
0.6917808219178082,0.33333333333333337,0.7777777777777778,12:32:16 NPK
0.7260273972602739,0.33333333333333337,0.7777777777777778,12:32:16 NPK
0.7602739726027397,0.33333333333333337,0.7777777777777778,12:32:16 NPK
0.7945205479452054,0.33333333333333337,0.7777777777777778,12:32:16 NPK
